"cnpj";"razao_social";"nome_fantasia";"abertura";"situacao";"tipo";"porte";"telefone";"email";"logradouro";"numero";"bairro";"municipio";"uf";"cep";"cnae_principal";"cnae_principal_desc";"cnaes_secundarios";"socios"
"15.179.682/0025-96";"RHODIA POLIAMIDA E ESPECIALIDADES SA";"";"2000-05-23";"BAIXADA";"FILIAL";"DEMAIS";"(11) 4435-2338/ (11)";"odair.martao@solvay.com";"AVENIDA DOUTOR ROBERTO MOREIRA 5005";"5005";"RECANTO DOS PASSAROS";"PAULINIA";"SP";"13.148-9";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
"15.193.706/0001-94";"M. R. VAZ COLETAS";"QUALITY AMBIENTAL";"2012-03-09";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3304-7636";"fabiana.sims@uol.com.br";"RUA IBOTI";"599";"VILA MARIA";"CAMPINAS";"SP";"13.041-7";"38.11-4-00";"Coleta de resíduos não-perigosos";"38.12-2-00 - Coleta de resíduos perigosos; 47.73-3-00 - Comércio varejista de artigos médicos e ortopédicos; 71.20-1-00 - Testes e análises técnicas; 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente";""
"15.401.195/0001-59";"QUIMI QUALI LABORATORIO, ENGENHARIA E SERVICOS AMBIENTAIS LTDA";"";"2012-04-13";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 2511-1314";"contato@quimiquali.com.br";"RUA ROMUALDO ANDREAZZI";"167";"JARDIM DO TREVO";"CAMPINAS";"SP";"13.041-0";"71.20-1-00";"Testes e análises técnicas";"63.99-2-00 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"CAROLINA CIONE COPPI; FAUSTO EGBERTO COPPI; LIA CARLA CIONE COPPI; FAUSTO CIONE COPPI"
"15.519.426/0001-23";"GORILLA PECAS E SERVICOS LTDA";"";"2012-04-24";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 4119-2990 / (19";"isabella@gorilla.com.br";"RUA IGUAPE (CONDOMINIO ESTANCIA MARAMBAIA)";"421";"MARAMBAIA";"VINHEDO";"SP";"13.287-0";"45.30-7-03";"Comércio a varejo de peças e acessórios novos para veículos automotores";"33.14-7-08 - Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas; 43.99-1-04 - Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras; 71.20-1-00 - Testes e análises técnicas; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador";"IGOR LARA DINIZ; MARIO BONIZZONI"
"15.724.796/0001-00";"ASSERTIVA TECNOLOGIA DA INFORMACAO LTDA";"ASSERTIVA SOLUCOES";"2012-06-01";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3197-0719 / (19";"contasapagar@assertivasolucoes.com.br";"RUA COMUNIDADE LUSIADA";"08";"JARDIM CHAPADAO";"CAMPINAS";"SP";"13.070-0";"62.03-1-00";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 63.99-2-00 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 82.91-1-00 - Atividades de cobrança e informações cadastrais";"DOMINGO MARTIN JUNIOR; HEDERSON VICTOR ALBERTINI"
"15.757.979/0001-14";"UCT BRASIL SERVICE INFORMATICA LTDA";"";"2012-06-18";"INAPTA";"MATRIZ";"MICRO EMPRESA";"(19) 3751-1201";"rogerio.porto@uctbrasil.com.br";"RUA SEN PAULO EGIDIO";"72";"SE";"SAO PAULO";"SP";"01.006-9";"00.00-0-00";"********";"00.00-0-00 - Não informada";"JOAO BAPTISTA DA SILVA"
"16.404.287/0296-41";"SUZANO S.A.";"KSR DISTRIBUIDORA";"2011-02-10";"ATIVA";"FILIAL";"DEMAIS";"(11) 3636-5000";"regularidades@suzano.com.br";"AVENIDA AFFONSO PANSAN";"1581";"ZONA RURAL";"AMERICANA";"SP";"13.473-6";"46.47-8-01";"Comércio atacadista de artigos de escritório e de papelaria";"46.49-4-99 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 46.86-9-01 - Comércio atacadista de papel e papelão em bruto";""
"17.246.242/0001-62";"CARAVANA REPRESENTACAO COMERCIAL LTDA";"CRVN REPRESENTACAO COMERCIAL";"2012-11-26";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3396-0287";"caravana@crvnrepresentacoes.com.br";"RUA VICENTE FERREIRA DA SILVA";"1049";"ALTOS DE SUMARE";"SUMARE";"SP";"13.175-3";"45.30-7-06";"Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores";"45.12-9-01 - Representantes comerciais e agentes do comércio de veículos automotores";"ANTONIO AUGUSTO ALVES DE PAULA"
"18.141.646/0001-54";"OPTARIUM COMERCIO DE ARTIGOS DE OPTICA LTDA";"";"2013-05-17";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3254-6175";"administrativo@hatsu.com.br";"RUA DOUTOR SAMPAIO FERRAZ";"421";"CAMBUI";"CAMPINAS";"SP";"13.024-4";"47.74-1-00";"Comércio varejista de artigos de óptica";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"MARCOS MAKOTO IKEGAME"
"18.178.719/0001-82";"EMK INTEGRATOR PROCESSAMENTO DE DADOS LTDA";"";"2013-05-23";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 2121-0050";"financeiro@businessintegrator.com.br";"AVENIDA JOSE DE SOUSA CAMPOS";"900";"CHACARA DA BARRA";"CAMPINAS";"SP";"13.090-6";"63.11-9-00";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"62.04-0-00 - Consultoria em tecnologia da informação; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 63.99-2-00 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis";"RODRIGO TOMASZEWSKI FERREIRA; EVANDRO MARIO GOMES; HELIO SPINELLI CINTRA"
"18.870.181/0001-72";"MBLABS SERVICOS DE TECNOLOGIA LTDA";"MBLABS";"2013-09-13";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3307-7378";"mblabs@mblabs.com.br";"AVENIDA JOAO SCARPARO NETTO";"84";"LOTEAMENTO CENTER SANTA GENEBRA";"CAMPINAS";"SP";"13.080-6";"63.11-9-00";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.04-0-00 - Consultoria em tecnologia da informação; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 74.10-2-99 - Atividades de desing não especificadas anteriormente; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 78.10-8-00 - Seleção e agenciamento de mão-de-obra; 78.30-2-00 - Fornecimento e gestão de recursos humanos para terceiros; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 85.99-6-03 - Treinamento em informática; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"RENAN MICHEL BASSO; MB&CO HOLDING LTDA; MARCELLO ANTONIO MARABITA"
"18.885.636/0001-23";"ALLIMS SOLUCOES EM SOFTWARE LTDA";"ALLIMS";"2013-08-27";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 9260-1896";"financeiro@allims.com.br";"RUA COMENDADOR TORLOGO DAUNTRE";"74";"CAMBUI";"CAMPINAS";"SP";"13.025-2";"18.30-0-03";"Reprodução de software em qualquer suporte";"85.99-6-03 - Treinamento em informática; 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos";"PAULO ALEXANDRE DE OLIVEIRA; LUCAS MATEUS CHAVES; ADRIANO SARETTA PARDUCCI; RICARDO MERCURI MIRANDA"
"19.155.177/0001-95";"INSTITUTO INTEGRAL";"";"2013-10-22";"INAPTA";"MATRIZ";"DEMAIS";"(19) 3794-4444";"contabilidade@integral.br";"AVENIDA JOSE ARAUJO CUNHA";"71";"VILA BRANDINA";"CAMPINAS";"SP";"13.092-5";"00.00-0-00";"********";"00.00-0-00 - Não informada";"MARCOS JOSE LOTURCO"
"19.574.864/0001-45";"SSYS SISTEMAS E SOLUCOES TECNOLOGICAS LTDA";"";"2014-01-22";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 4042-0250";"contato@ssys.com.br";"RUA ADELAIDE DANIEL DE ALMEIDA";"170";"LOTEAMENTO CENTER SANTA GENEBRA";"CAMPINAS";"SP";"13.080-6";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 47.51-2-01 - Comércio varejista especializado de equipamentos e suprimentos de informática; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial; 62.04-0-00 - Consultoria em tecnologia da informação; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis";"GABRIEL DIETERICH CAVALCANTE; CLEBER PAIVA DE SOUZA"
"19.604.617/0001-44";"CANUTO CONSULTORIA TREINAMENTO E DESENVOLVIMENTO DE SOFTWARES LTDA";"";"2014-01-28";"BAIXADA";"MATRIZ";"MICRO EMPRESA";"(19) 3090-1621";"contato@cntdev.com.br";"RUA MAXIMO BIONDO";"108";"CENTRO";"SUMARE";"SP";"13.170-0";"00.00-0-00";"********";"00.00-0-00 - Não informada";"FELIPE GOMES DOS SANTOS"
"20.136.940/0001-10";"INTEGRANCE CONTABILIDADE E FINANCAS LTDA";"INTEGRANCE FINANCE AND ACCOUNTING SERVICES";"2014-04-25";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3846-6534 / (11";"notificacao@integrance.com.br";"RODOVIA DOM PEDRO I";"S/N";"JARDIM KANIMAR";"ATIBAIA";"SP";"12.954-2";"69.20-6-01";"Atividades de contabilidade";"00.00-0-00 - Não informada";"WILLIAM BARBOSA XAVIER"
"20.500.367/0001-81";"VINIA PESQUISA E TREINAMENTOS LTDA";"VINIA";"2014-06-25";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3236-4345 / (19";"adm@vinia.digital";"AVENIDA OROSIMBO MAIA";"360";"CENTRO";"CAMPINAS";"SP";"13.010-2";"85.99-6-04";"Treinamento em desenvolvimento profissional e gerencial";"82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 73.20-3-00 - Pesquisas de mercado e de opinião pública; 58.11-5-00 - Edição de livros; 47.61-0-01 - Comércio varejista de livros; 72.10-0-00 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"CLEBER JUNIO DE BARROS; HUGO RICARDO CAMPOS"
"20.640.786/0001-19";"MAYOR EMPREENDIMENTOS ARQUITETURA E ENGENHARIA LTDA";"MAYOR ARQUITETURA E ENGENHARIA";"2014-07-15";"INAPTA";"MATRIZ";"MICRO EMPRESA";"(19) 9680-9017";"ronaldo_ror@yahoo.com.br";"RUA STEFANO GALUSNI";"548";"PARQUE ORTOLANDIA";"HORTOLANDIA";"SP";"13.184-1";"00.00-0-00";"********";"00.00-0-00 - Não informada";"RONALDO RODRIGUES DA ROCHA"
"20.684.206/0001-95";"PRC CAMPINAS SERVICOS LTDA";"";"2014-07-22";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(16) 3371-4507";"antonioacev2969@hotmail.com";"RUA EMILIO HENKING";"656";"VILA ROSSI BORGHI E SIQUEIRA";"CAMPINAS";"SP";"13.070-2";"82.20-2-00";"Atividades de teleatendimento";"74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 47.51-2-01 - Comércio varejista especializado de equipamentos e suprimentos de informática";"PETERSON ROGERIO MARIOTTO"
"20.686.891/0001-99";"GORILLA TELEMETRIA E COMERCIO LTDA";"";"2014-07-22";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3836-3318 / (19";"igor@gorilla.com.br";"ESTRADA DA CAPELA";"1751";"CAPELA";"VINHEDO";"SP";"13.285-4";"80.20-0-01";"Atividades de monitoramento de sistemas de segurança eletrônico";"33.14-7-08 - Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas; 45.30-7-03 - Comércio a varejo de peças e acessórios novos para veículos automotores; 77.39-0-99 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador";"NADIA MAIRA ALVES DA CUNHA GRANJA; SILVIO COGINOTTI NETTO; IGOR LARA DINIZ; ISABELLA CRUZ MONTEIRO DE BARROS VILLELA; MARIO BONIZZONI"
"20.831.215/0001-61";"TORADEX BRASIL IMPORTACAO E COMERCIO DE SISTEMAS ELETRONICOS LTDA";"TORADEX BRASIL";"2014-08-13";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3327-3738";"guilherme.fernandes@toradex.com";"AVENIDA CORONEL SILVA TELES";"1002";"CAMBUI";"CAMPINAS";"SP";"13.024-0";"46.52-4-00";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"46.19-2-00 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado; 46.51-6-01 - Comércio atacadista de equipamentos de informática; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.04-0-00 - Consultoria em tecnologia da informação; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 64.62-0-00 - Holdings de instituições não-financeiras; 70.20-4-00 - Atividades de consultoria em gestão empresarial; 73.19-0-02 - Promoção de vendas; 73.19-0-03 - Marketing direto; 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"MONTADEX INVESTMENTS GMBH; GUILHERME FERNANDES"
"21.114.494/0001-05";"TI NECT SERVICOS DE INFORMATICA LTDA.";"AUTHI";"2014-09-25";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3756-8020 / (19";"backofficetributario@cpfl.com.br";"RODOVIA ENGENHEIRO MIGUEL NOEL NASCENTES BURNIER";"1755";"PARQUE SAO QUIRINO";"CAMPINAS";"SP";"13.088-1";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.04-0-00 - Consultoria em tecnologia da informação";"FLAVIO HENRIQUE RIBEIRO; CPFL ENERGIA S.A.; REGIS TOLAINO; CPFL COMERCIALIZACAO BRASIL S.A."
"21.542.601/0001-04";"STOOM SOLUCOES EM COMERCIO ELETRONICO LTDA";"";"2014-12-09";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3267-3418";"nfe@stoom.com.br";"RUA JERONIMO PATTARO";"160";"BARAO GERALDO";"CAMPINAS";"SP";"13.084-1";"62.02-3-00";"Desenvolvimento e licenciamento de programas de computador customizáveis";"62.04-0-00 - Consultoria em tecnologia da informação; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos";"MAITE CARVALHO DE GODOY GEREMIAS; JAIME WILLIAM BROLESI; MARJORY CRISTINA DE SOUZA SILVA; GABRIEL ESTEVES MARQUES PINTO; RUDOLF KELLER; JULIANO PASTORELLI DUTRA; STALLIN ESTEFFERSON FERREIRA DA SILVA; STOOM SOLUCOES EM COMERCIO ELETRONICO LTDA"
"21.935.053/0001-74";"EVOLVE TECNOLOGIA E INFORMATICA LTDA";"EVOLVE";"2015-02-25";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(62) 3226-9700";"wanderlan.fretias@sankhya.com.br";"AVENIDA OROSIMBO MAIA";"595";"VILA ITAPURA";"CAMPINAS";"SP";"13.023-0";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos; 62.01-5-01 - Desenvolvimento de programas de computador sob encomenda";"YURI SILVA RAYA; WANDERLAN PAIVA DE FREITAS; GYVAGO LEMES RIBEIRO"
"22.156.953/0001-86";"OS GERALDOS TEATRO LTDA";"OS GERALDOS";"2015-03-30";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3327-1605 / (19";"producaoosgeraldos@gmail.com";"RUA CONSELHEIRO ANTONIO PRADO";"529";"VILA NOVA";"CAMPINAS";"SP";"13.073-0";"90.01-9-01";"Produção teatral";"82.30-0-01 - Serviços de organização de feiras, congressos, exposições e festas; 85.92-9-02 - Ensino de artes cênicas, exceto dança; 85.92-9-99 - Ensino de arte e cultura não especificado anteriormente; 85.99-6-99 - Outras atividades de ensino não especificadas anteriormente; 90.01-9-02 - Produção musical; 90.01-9-04 - Produção de espetáculos circenses, de marionetes e similares; 90.01-9-06 - Atividades de sonorização e de iluminação; 90.01-9-99 - Artes cênicas, espetáculos e atividades complementares não especificados anteriormente; 90.03-5-00 - Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"JULIA CAVALCANTI SANTOS; CAROLINA MARTINS DELDUQUE"
"22.272.481/0001-27";"M2D CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA";"";"2015-04-16";"ATIVA";"MATRIZ";"MICRO EMPRESA";"(19) 3579-8900";"adm@kognit.com.br";"RUA GUSTAVO AMBRUST";"36";"NOVA CAMPINAS";"CAMPINAS";"SP";"13.092-1";"62.04-0-00";"Consultoria em tecnologia da informação";"62.01-5-01 - Desenvolvimento de programas de computador sob encomenda; 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis; 62.01-5-02 - Web desing; 82.11-3-00 - Serviços combinados de escritório e apoio administrativo";"DANIELA TREVISAN"
"22.279.800/0001-26";"AUTO AVALIAR TECNOLOGIA, PUBLICIDADE E INTERMEDIACAO DE NEGOCIOS E SERVICOS S.A.";"AUTO AVALIAR";"2015-04-17";"ATIVA";"MATRIZ";"DEMAIS";"(11) 5096-2669";"financeiro@autoavaliar.com.br";"R DOS PARDAIS (JARDIM ITALIA)";"60";"SANTA ROSA";"VINHEDO";"SP";"13.289-1";"63.11-9-00";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet (Dispensada *)";"45.11-1-01 - Comércio a varejo de automóveis, camionetas e utilitários novos; 45.11-1-02 - Comércio a varejo de automóveis, camionetas e utilitários usados; 45.11-1-03 - Comércio por atacado de automóveis, camionetas e utilitários novos e usados; 45.11-1-04 - Comércio por atacado de caminhões novos e usados; 45.11-1-06 - Comércio por atacado de ônibus e microônibus novos e usados; 62.02-3-00 - Desenvolvimento e licenciamento de programas de computador customizáveis (Dispensada *); 62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 62.09-1-00 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 64.62-0-00 - Holdings de instituições não-financeiras; 64.63-8-00 - Outras sociedades de participação, exceto holdings; 73.11-4-00 - Agências de publicidade (Dispensada *); 74.90-1-04 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários (Dispensada *); 74.90-1-99 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente (Dispensada *); 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial (Dispensada *); 95.11-8-00 - Reparação e manutenção de computadores e de equipamentos periféricos (Dispensada *)";"GERALDO ANDRE VICTORAZZO; SILVIO JOSE DA SILVA; JOSE RINALDO CAPORAL FILHO; ALEANDER DE PAULO MONTEIRO CASTRO; WILLIAM PAMPLONA; FABIO HENRIQUE MASRI SCANTIMBURGO; ROGERIO DEFENDE ALVES"
"22.311.442/0001-91";"MOB2CON SOLUCOES TECNOLOGICAS S.A";"MOB2CON";"2015-04-23";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3836-3491";"financeiro@mob2con.com.br";"RUA DOS CARDEAIS (JARDIM ITALIA)";"102";"SANTA ROSA";"VINHEDO";"SP";"13.289-1";"62.09-1-00";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"62.03-1-00 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 63.11-9-00 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet";"CARLOS ALBERTO WAYAND; LUCAS VILHENA BITTENCOURT; JORGE FERNANDO HERZOG; MAURICIO MASIERO NICOLETTO"
"23.029.210/0001-08";"CTRL + KIDS ESCOLA DE PROGRAMACAO E ROBOTICA LTDA";"CTRL + KIDS";"2015-08-10";"BAIXADA";"MATRIZ";"MICRO EMPRESA";"(19) 3213-3425 / (19";"henrique@ctrlplay.com.br";"AVENIDA BRASIL";"1642";"JARDIM CHAPADAO";"CAMPINAS";"SP";"13.070-1";"00.00-0-00";"********";"00.00-0-00 - Não informada";"RITA DE CASSIA RIFE NOBREGA; HENRIQUE RIFE NOBREGA"
"23.125.025/0001-17";"E-FACIL PLUS VIAGENS, TURISMO E TECNOLOGIA LTDA";"E-FACIL PLUS VIAGENS";"2015-08-24";"BAIXADA";"MATRIZ";"DEMAIS";"(19) 3234-0692 / (19";"jjc@jjccontabilidade.com.br";"RUA DOUTOR LIRAUCIO GOMES";"55";"CAMBUI";"CAMPINAS";"SP";"13.024-4";"00.00-0-00";"********";"00.00-0-00 - Não informada";"JUAREZ CINTRA PEREIRA NETO; JACKSON FERNANDO DE ANDRADE; JUAREZ CINTRA PEREIRA FILHO; ERALDO PALMERINI; HUGO LUIZ DE MASCARENHAS PICCHIONI; CRISTIANO RATTON MASCARENHAS; MARCO AURELIO DI RUZZE"
"23.167.140/0001-54";"MSXI RNS BRASIL TREINAMENTO E TERCEIRIZACAO DE PROCESSOS LTDA";"";"2015-08-28";"ATIVA";"MATRIZ";"DEMAIS";"(11) 3172-7100";"br-contact@msxi.com";"R AMAZONAS";"439";"CENTRO";"SAO CAETANO DO SUL";"SP";"09.520-0";"85.99-6-04";"Treinamento em desenvolvimento profissional e gerencial";"78.30-2-00 - Fornecimento e gestão de recursos humanos para terceiros; 71.20-1-00 - Testes e análises técnicas; 63.19-4-00 - Portais, provedores de conteúdo e outros serviços de informação na internet; 62.04-0-00 - Consultoria em tecnologia da informação; 70.20-4-00 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica";"MSX INTERNATIONAL NETHERLANDS B.V.; MARCELO VICTORIO GOMES; NATALIA OLIVEIRA DOMINGUES"
"23.741.593/0003-04";"PRIME SISTEMAS DE ATENDIMENTO AO CONSUMIDOR LTDA.";"";"2017-02-01";"BAIXADA";"FILIAL";"DEMAIS";"(11) 2313-5700";"paralegal.soc.sp@veirano.com.br";"RUA DOUTOR RICARDO BENETTON MARTINS S/N";"1000";"POLO II DE ALTA TECNOLOGIA (CAMPINAS)";"CAMPINAS";"SP";"13.086-9";"00.00-0-00";"********";"00.00-0-00 - Não informada";""
"24.264.839/0001-03";"GALEMBETECH CONSULTORES E TECNOLOGIA LTDA";"";"2016-02-26";"ATIVA";"MATRIZ";"EMPRESA DE PEQUENO PORTE";"(19) 3838-8720";"elenir@gfisco.com.br";"RUA ADELAIDE DANIEL DE ALMEIDA";"170";"LOTEAMENTO CENTER SANTA GENEBRA";"CAMPINAS";"SP";"13.080-6";"20.71-1-00";"Fabricação de tintas, vernizes, esmaltes e lacas";"20.99-1-99 - Fabricação de outros produtos químicos não especificados anteriormente; 23.99-1-99 - Fabricação de outros produtos de minerais não metálicos não especificados anteriormente; 46.49-4-01 - Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico; 46.61-3-00 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças; 46.63-0-00 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças; 46.65-6-00 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças; 46.69-9-99 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças; 47.61-0-03 - Comércio varejista de artigos de papelaria; 70.20-4-00 - Atividades de consultoria em gestão empresarial; 72.10-0-00 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais; 74.10-2-03 - Desing de produto; 85.99-6-04 - Treinamento em desenvolvimento profissional e gerencial";"FERNANDO GALEMBECK; GABRIEL GALEMBECK; EDUARDO GALEMBECK; ANDRE GALEMBECK"
"24.579.417/0001-19";"INTEGRARTI CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA";"INTEGRARTI CONSULTORIA";"2016-04-12";"INAPTA";"MATRIZ";"MICRO EMPRESA";"(19) 2660-0726";"guy.holland@integrarti.com";"AVENIDA ANTONIO ARTIOLI 570";"570";"SWISS PARK";"CAMPINAS";"SP";"13.049-9";"00.00-0-00";"********";"00.00-0-00 - Não informada";"GUY ELMER TASSIGNON HOLLAND; KELI CRISTINA TASSIGNON HOLLAND"
"24.917.174/0001-81";"G4 ENSINO DE INFORMATICA E IDIOMAS LTDA";"";"2016-06-01";"ATIVA";"MATRIZ";"DEMAIS";"(19) 3251-7994";"alessandra@peoplecampinas.com.br";"R LUIZ OTAVIO";"1313";"PARQUE TAQUARAL";"CAMPINAS";"SP";"13.087-0";"85.99-6-03";"Treinamento em informática";"47.61-0-01 - Comércio varejista de livros; 47.89-0-99 - Comércio varejista de outros produtos não especificados anteriormente; 85.93-7-00 - Ensino de idiomas";"ALESSANDRA CRISTINA GOULART D ALMEIDA"
